State of Origin,Industry of Origin (ANZSIC06),Commodity by SITC,Frequency,Country of Destination,Time,Value,Flags
"Northern Territory","Total","TOTAL","Monthly","Zambia","Dec-2013",13.689,
"Northern Territory","Total","TOTAL","Monthly","Zambia","May-2014",0.543,
"Northern Territory","Total","TOTAL","Monthly","Brunei Darussalam","Aug-2013",851.518,
"Northern Territory","Total","TOTAL","Monthly","Brunei Darussalam","Sep-2013",1164.925,
"Northern Territory","Total","TOTAL","Monthly","Brunei Darussalam","Dec-2013",787.092,
"Northern Territory","Total","TOTAL","Monthly","Brunei Darussalam","Feb-2014",949.721,
"Northern Territory","Total","TOTAL","Monthly","Brunei Darussalam","Apr-2014",861.099,
"Northern Territory","Total","TOTAL","Monthly","Colombia","May-2014",7,
"Northern Territory","Total","TOTAL","Monthly","Guam","Nov-2013",3.793,
"Northern Territory","Total","TOTAL","Monthly","Guam","Jan-2014",2.543,
"Northern Territory","Total","TOTAL","Monthly","Mauritius","Aug-2013",5.264,
"Northern Territory","Total","TOTAL","Monthly","Mauritius","Jan-2014",2.635,
"Northern Territory","Total","TOTAL","Monthly","Mexico","Aug-2013",3448.918,
"Northern Territory","Total","TOTAL","Monthly","Mexico","Dec-2013",4778.078,
"Northern Territory","Total","TOTAL","Monthly","Mexico","Jan-2014",4.192,
"Northern Territory","Total","TOTAL","Monthly","Mexico","Mar-2014",9285.239,
"Northern Territory","Total","TOTAL","Monthly","Poland","Nov-2013",5.7,
"Northern Territory","Total","TOTAL","Monthly","Poland","Feb-2014",6772.864,
"Northern Territory","Total","TOTAL","Monthly","Poland","Mar-2014",7182.546,
"Northern Territory","Total","TOTAL","Monthly","Russian Federation","Oct-2013",18.44,
"Northern Territory","Total","TOTAL","Monthly","Russian Federation","Nov-2013",47.278,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Aug-2013",64208.131,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Sep-2013",225.162,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Oct-2013",1556.569,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Nov-2013",60746.571,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Dec-2013",1825.268,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Jan-2014",111.688,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Feb-2014",76094.222,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Mar-2014",71260.969,
"Northern Territory","Total","TOTAL","Monthly","Thailand","Apr-2014",1839.115,
"Northern Territory","Total","TOTAL","Monthly","Thailand","May-2014",73018.627,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Aug-2013",128.188,
"Northern Territory","Total","TOTAL","Monthly","United Arab Emirates","Sep-2013",342.725,
