State of Origin,Industry of Origin (ANZSIC06),Commodity by SITC,Frequency,Country of Destination,Time,Value,Flags
"South Australia","Total","TOTAL","Monthly","Ukraine","Nov-2013",2.748,
"South Australia","Total","TOTAL","Monthly","Ukraine","Dec-2013",46.863,
"South Australia","Total","TOTAL","Monthly","Ukraine","Jan-2014",40.709,
"South Australia","Total","TOTAL","Monthly","Ukraine","Feb-2014",19.869,
"South Australia","Total","TOTAL","Monthly","Ukraine","Mar-2014",177.65,
"South Australia","Total","TOTAL","Monthly","Ukraine","Apr-2014",55,
"South Australia","Total","TOTAL","Monthly","Ukraine","May-2014",375.4,
"South Australia","Total","TOTAL","Monthly","Dem Rep of Congo, Zaire","Sep-2013",6.995,
"South Australia","Total","TOTAL","Monthly","Dem Rep of Congo, Zaire","Oct-2013",41.617,
"South Australia","Total","TOTAL","Monthly","Dem Rep of Congo, Zaire","Feb-2014",1.716,
"South Australia","Total","TOTAL","Monthly","Dem Rep of Congo, Zaire","Mar-2014",106.275,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Aug-2013",280.32,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Sep-2013",2.723,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Dec-2013",129.259,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Jan-2014",30.364,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Feb-2014",40.912,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","Mar-2014",52.098,
"South Australia","Total","TOTAL","Monthly","Zimbabwe","May-2014",31.919,
"South Australia","Total","TOTAL","Monthly","Netherlands Antilles","Aug-2013",11.439,
"South Australia","Total","TOTAL","Monthly","Netherlands Antilles","Mar-2014",61.115,
"South Australia","Total","TOTAL","Monthly","Netherlands Antilles","May-2014",62.211,
"South Australia","Total","TOTAL","Monthly","Bahrain","Aug-2013",173.603,
"South Australia","Total","TOTAL","Monthly","Bahrain","Sep-2013",145.89,
"South Australia","Total","TOTAL","Monthly","Bahrain","Oct-2013",142.854,
"South Australia","Total","TOTAL","Monthly","Bahrain","Nov-2013",155.036,
"South Australia","Total","TOTAL","Monthly","Bahrain","Dec-2013",209.347,
"South Australia","Total","TOTAL","Monthly","Bahrain","Jan-2014",955.968,
"South Australia","Total","TOTAL","Monthly","Bahrain","Feb-2014",281.089,
"South Australia","Total","TOTAL","Monthly","Bahrain","Mar-2014",201.272,
"South Australia","Total","TOTAL","Monthly","Bahrain","Apr-2014",152.185,
"South Australia","Total","TOTAL","Monthly","Bahrain","May-2014",142.294,
"South Australia","Total","TOTAL","Monthly","Bosnia and Herzegovina","Aug-2013",4.864,
"South Australia","Total","TOTAL","Monthly","Botswana","Aug-2013",2,
"South Australia","Total","TOTAL","Monthly","Botswana","Mar-2014",18.449,
"South Australia","Total","TOTAL","Monthly","Botswana","May-2014",79.451,
"South Australia","Total","TOTAL","Monthly","Brazil","Aug-2013",336.12,
"South Australia","Total","TOTAL","Monthly","Brazil","Sep-2013",323.237,
"South Australia","Total","TOTAL","Monthly","Brazil","Oct-2013",374.844,
"South Australia","Total","TOTAL","Monthly","Brazil","Nov-2013",251.975,
"South Australia","Total","TOTAL","Monthly","Brazil","Dec-2013",179.843,
"South Australia","Total","TOTAL","Monthly","Brazil","Jan-2014",245.798,
"South Australia","Total","TOTAL","Monthly","Brazil","Feb-2014",1132.406,
"South Australia","Total","TOTAL","Monthly","Brazil","Mar-2014",542.531,
"South Australia","Total","TOTAL","Monthly","Brazil","Apr-2014",324.209,
"South Australia","Total","TOTAL","Monthly","Brazil","May-2014",328.635,
"South Australia","Total","TOTAL","Monthly","Dominica","Mar-2014",51.225,
"South Australia","Total","TOTAL","Monthly","Dominican Republic","Aug-2013",2.883,
"South Australia","Total","TOTAL","Monthly","Dominican Republic","Jan-2014",8.65,
"South Australia","Total","TOTAL","Monthly","Dominican Republic","Feb-2014",4.094,
"South Australia","Total","TOTAL","Monthly","Dominican Republic","Mar-2014",13.62,
"South Australia","Total","TOTAL","Monthly","Dominican Republic","May-2014",9.933,
"South Australia","Total","TOTAL","Monthly","Equatorial Guinea","Sep-2013",9.231,
"South Australia","Total","TOTAL","Monthly","Cameroon","Oct-2013",22.847,
"South Australia","Total","TOTAL","Monthly","France","Aug-2013",24679.436,
"South Australia","Total","TOTAL","Monthly","France","Sep-2013",1662.876,
"South Australia","Total","TOTAL","Monthly","France","Oct-2013",1961.767,
"South Australia","Total","TOTAL","Monthly","France","Nov-2013",1828.238,
"South Australia","Total","TOTAL","Monthly","France","Dec-2013",8672.88,
"South Australia","Total","TOTAL","Monthly","France","Jan-2014",2429.821,
"South Australia","Total","TOTAL","Monthly","France","Feb-2014",3967.243,
"South Australia","Total","TOTAL","Monthly","France","Mar-2014",19766.03,
"South Australia","Total","TOTAL","Monthly","France","Apr-2014",2869.41,
"South Australia","Total","TOTAL","Monthly","France","May-2014",3481.061,
